issue_id,paper_id,covidence_id,title,authors,published_year,journal,stage,issue_type,severity,status,source_registry,source_field,revisit_reason,recommended_action,blocking_downstream,detected_at_utc
12202|06_sps_case_count|case_count_manual_review_required|source_sps_case_count_registry.csv,12202,12202,Progressive Encephalomyelitis with Rigidity and Myoclonus with an Aggressive Presentation Mimicking Septic Shock: A Pediatric Case Report and Literature Review,"Ho, SCS; Leung, KY; Ng, GSF; Yiu, WL; Yau, EKC; Fong, NC",2023,JOURNAL OF PEDIATRIC NEUROLOGY,06_sps_case_count,case_count_manual_review_required,medium,llm_candidate_exact,source_sps_case_count_registry.csv,count_manual_review_required,"challenge_stage=primary | verification_status=llm_candidate_exact | llm_count_confidence=medium | llm_selected_candidate_id=cand02 | This is a pediatric single-case report with explicit text stating the authors report one 16-year-old girl diagnosed with PERM. The competing count of 2 is not supported by clear original-patient evidence and likely reflects heuristic misreading of surrounding review/table material; because provenance uncertainty signals are present, human review is still warranted.","Review the count evidence, update the count manual-review ledger or gold corpus, and rerun the stage-06 publish step.",true,2026-04-19T12:46:46.122449+00:00
12206|06_sps_case_count|reference_heuristic_count_needs_review|source_sps_case_count_registry.csv,12206,12206,Paraneoplastic Stiff-Person syndrome with adenocarcinoma of the bladder and anti-glycine receptor antibodies,"Papantoniou, M; Sotiriou, K",2023,ACTA NEUROLOGICA BELGICA,06_sps_case_count,reference_heuristic_count_needs_review,medium,reference_heuristic_manual_review_required,source_sps_case_count_registry.csv,count_manual_review_required,"reference_only_publish_fallback=true | count_basis=source_single_case_default | count_confidence=medium | candidate_notes=preferred_text_source=full_text; source_context_adjusted_primary_estimate; distinct_candidate_counts=[0, 1]; count_eligibility_status=extractable","Review the source or restore run artefacts, then replace the reference-only fallback with reviewed evidence.",true,2026-04-26T22:28:09.947928+00:00
12222|06_sps_case_count|case_count_manual_review_required|source_sps_case_count_registry.csv,12222,12222,A THERAPEUTIC TRIAL OF MILACEMIDE IN MYOCLONUS AND THE STIFF-PERSON SYNDROME,"BROWN, P; THOMPSON, PD; ROTHWELL, JC; DAY, BL; MARSDEN, CD",1991,MOVEMENT DISORDERS,06_sps_case_count,case_count_manual_review_required,medium,llm_candidate_exact,source_sps_case_count_registry.csv,count_manual_review_required,"challenge_stage=challenge | verification_status=llm_candidate_exact | llm_count_confidence=medium | challenge_reasons=explicit_sps_subgroup_conflict=3 vs 5 | llm_selected_candidate_id=cand01 | The paper text explicitly reports an open-label trial in 'seven patients with myoclonus and three patients with the stiff-person syndrome,' and later identifies cases 8-10 as the three stiff-person syndrome patients. Although an upstream subgroup signal suggests 5, the full-text cohort description and case table consistently support 3 SPS-spectrum patients; manual review remains warranted because provenance uncertainty is flagged and there is a 3-vs-5 package conflict.","Review the count evidence, update the count manual-review ledger or gold corpus, and rerun the stage-06 publish step.",true,2026-04-19T12:47:35.380820+00:00
12246|06_sps_case_count|reference_heuristic_count_needs_review|source_sps_case_count_registry.csv,12246,12246,Progressive Encephalomyelitis With Rigidity and Myoclonus <i>The First Pediatric Case With Glycine Receptor Antibodies</i>,"Damásio, J; Leite, MI; Coutinho, E; Waters, P; Woodhall, M; Santos, MA; Carrilho, I; Vincent, A",2013,JAMA NEUROLOGY,06_sps_case_count,reference_heuristic_count_needs_review,medium,reference_heuristic_manual_review_required,source_sps_case_count_registry.csv,count_manual_review_required,"reference_only_publish_fallback=true | count_basis=source_single_case_default | count_confidence=medium | candidate_notes=preferred_text_source=full_text; source_context_adjusted_primary_estimate; distinct_candidate_counts=[0, 1]; count_eligibility_status=extractable","Review the source or restore run artefacts, then replace the reference-only fallback with reviewed evidence.",true,2026-04-26T22:28:09.976717+00:00
12247|06_sps_case_count|case_count_manual_review_required|source_sps_case_count_registry.csv,12247,12247,AUTOANTIBODIES TO A 128-KD SYNAPTIC PROTEIN IN 3 WOMEN WITH THE STIFF-MAN SYNDROME AND BREAST-CANCER,"FOLLI, F; SOLIMENA, M; COFIELL, R; AUSTONI, M; TALLINI, G; FASSETTA, G; BATES, D; CARTLIDGE, N; BOTTAZZO, GF; PICCOLO, G; DECAMILLI, P",1993,NEW ENGLAND JOURNAL OF MEDICINE,06_sps_case_count,case_count_manual_review_required,medium,llm_candidate_exact,source_sps_case_count_registry.csv,count_manual_review_required,"challenge_stage=challenge | verification_status=llm_candidate_exact | llm_count_confidence=medium | challenge_reasons=explicit_sps_subgroup_conflict=3 vs 4 | llm_selected_candidate_id=cand01 | The paper explicitly states that the authors studied three women with stiff-man syndrome and breast cancer, and the title/case-report structure supports a 3-patient original SPS cohort. Although an upstream subgroup signal suggests 4, the supplied text only clearly identifies three indexed patients, while provenance overlap is uncertain because at least one patient was previously described; therefore the safest resolution is candidate 3 with manual review retained.","Review the count evidence, update the count manual-review ledger or gold corpus, and rerun the stage-06 publish step.",true,2026-04-19T12:49:10.540501+00:00
12251|05_proceedings_trim|proceedings_manual_review_queue|proceedings_manual_review_queue.csv,12251,12251,Stiff limb syndrome: a case report,"Farhat, E; Zouari, M; Beyrouti, R; Ben Sassi, S; Hentati, F",2014,JOURNAL OF NEUROLOGY,05_proceedings_trim,proceedings_manual_review_queue,medium,queued,proceedings_manual_review_queue.csv,manual_status,"Proceedings detected, but the best abstract block match is below the auto-trim confidence threshold.","Review target abstract boundaries, record the manual decision, and rerun proceedings-ready publication.",true,2026-05-07T11:48:48.490378+00:00
12251|06_sps_case_count|reference_heuristic_count_needs_review|source_sps_case_count_registry.csv,12251,12251,Stiff limb syndrome: a case report,"Farhat, E; Zouari, M; Beyrouti, R; Ben Sassi, S; Hentati, F",2014,JOURNAL OF NEUROLOGY,06_sps_case_count,reference_heuristic_count_needs_review,medium,reference_heuristic_manual_review_required,source_sps_case_count_registry.csv,count_manual_review_required,reference_only_publish_fallback=true | count_basis=case_report_marker_single_case | count_confidence=medium | candidate_notes=preferred_text_source=trimmed; single_case_default_candidate_added; distinct_candidate_counts=[1]; count_eligibility_status=extractable,"Review the source or restore run artefacts, then replace the reference-only fallback with reviewed evidence.",true,2026-04-26T22:28:09.978673+00:00
12262|06_sps_case_count|case_count_manual_review_required|source_sps_case_count_registry.csv,12262,12262,STIFF-MAN SYNDROME - REPORT OF A CASE,"TARSY, D; MIYAWAKI, EK",1994,ARCHIVES OF INTERNAL MEDICINE,06_sps_case_count,case_count_manual_review_required,medium,llm_candidate_exact,source_sps_case_count_registry.csv,count_manual_review_required,"challenge_stage=primary | verification_status=llm_candidate_exact | llm_count_confidence=medium | llm_selected_candidate_id=cand01 | This paper is explicitly a case report and the abstract/full-text excerpt describe one woman with stiff-man syndrome. The cited larger patient numbers are background literature, not original cases from this paper; however, provenance uncertainty is flagged, so human review remains appropriate.","Review the count evidence, update the count manual-review ledger or gold corpus, and rerun the stage-06 publish step.",true,2026-04-19T12:49:30.089559+00:00
12270|05_proceedings_trim|proceedings_manual_review_queue|proceedings_manual_review_queue.csv,12270,12270,Rapid Onset Stiff Person Syndrome,"Neeley, B; Pawar, G; Tripathi, R",2021,MOVEMENT DISORDERS,05_proceedings_trim,proceedings_manual_review_queue,medium,queued,proceedings_manual_review_queue.csv,manual_status,"Proceedings detected, but the best abstract block match is below the auto-trim confidence threshold.","Review target abstract boundaries, record the manual decision, and rerun proceedings-ready publication.",true,2026-05-07T11:48:48.490403+00:00
12288|05_proceedings_trim|proceedings_manual_review_queue|proceedings_manual_review_queue.csv,12288,12288,MRI abnormalities in stiff person syndrome,"Seefried, S; Homola, G; Pham, M; Sommer, C",2023,EUROPEAN JOURNAL OF NEUROLOGY,05_proceedings_trim,proceedings_manual_review_queue,medium,queued,proceedings_manual_review_queue.csv,manual_status,"Proceedings detected, but the best abstract block match is below the auto-trim confidence threshold.","Review target abstract boundaries, record the manual decision, and rerun proceedings-ready publication.",true,2026-05-07T11:48:48.490415+00:00
12288|06_sps_case_count|case_count_manual_review_required|source_sps_case_count_registry.csv,12288,12288,MRI abnormalities in stiff person syndrome,"Seefried, S; Homola, G; Pham, M; Sommer, C",2023,EUROPEAN JOURNAL OF NEUROLOGY,06_sps_case_count,case_count_manual_review_required,medium,llm_candidate_exact,source_sps_case_count_registry.csv,count_manual_review_required,"challenge_stage=challenge | verification_status=llm_candidate_exact | llm_count_confidence=medium | challenge_reasons=semantic_validator_reject=COUNT_SPS_STATUS_UNCERTAIN; local_safer_abstention_conflict=1 vs 25 | llm_selected_candidate_id=cand01 | The abstract explicitly states that 25 SPS patients were examined, which is stronger than the single-case routing heuristic and supports an original SPS cohort count rather than zero. However, because this is a conference abstract routed as a single-case subtype and the challenge flags unresolved SPS-status uncertainty, the count should be retained with manual review.","Review the count evidence, update the count manual-review ledger or gold corpus, and rerun the stage-06 publish step.",true,2026-04-19T12:50:16.682020+00:00
12301|05_proceedings_trim|proceedings_manual_review_queue|proceedings_manual_review_queue.csv,12301,12301,Stiff Person Syndrome Presenting with Dystonia,"Gao, F",2021,MOVEMENT DISORDERS,05_proceedings_trim,proceedings_manual_review_queue,medium,queued,proceedings_manual_review_queue.csv,manual_status,"Proceedings detected, but the best abstract block match is below the auto-trim confidence threshold.","Review target abstract boundaries, record the manual decision, and rerun proceedings-ready publication.",true,2026-05-07T11:48:48.490458+00:00
12305|04_source_categorisation|source_category_manual_review_required|paper_artifact_registry.csv,12305,12305,Breast Carcinoma Presenting with Anti-amphiphysin Antibody-associated Stiff-limb Syndrome,"Closas, AMD; Tan, AH; Goh, KJ; Schee, JP; See, MH; Tai, SML; Lim, SY",2023,MOVEMENT DISORDERS,04_source_categorisation,source_category_manual_review_required,medium,review_source_category_then_langextract,paper_artifact_registry.csv,source_manual_review_required,"validator_flags=PROCEEDINGS_TRIM_PENDING | This is a single case report, as evidenced by the detailed narrative of one patient's presentation, workup, treatment, and outcome. The report includes individual-level clinical data and does not mention any additional original SPS-spectrum patients.",Review source category/routing and update the source categorisation manual-review ledger.,true,2026-04-05T19:24:02.475449+00:00
12305|06_sps_case_count|case_count_manual_review_required|source_sps_case_count_registry.csv,12305,12305,Breast Carcinoma Presenting with Anti-amphiphysin Antibody-associated Stiff-limb Syndrome,"Closas, AMD; Tan, AH; Goh, KJ; Schee, JP; See, MH; Tai, SML; Lim, SY",2023,MOVEMENT DISORDERS,06_sps_case_count,case_count_manual_review_required,medium,llm_candidate_exact,source_sps_case_count_registry.csv,count_manual_review_required,"challenge_stage=challenge | verification_status=llm_candidate_exact | llm_count_confidence=medium | challenge_reasons=semantic_validator_reject=COUNT_SPS_STATUS_UNCERTAIN | llm_selected_candidate_id=cand01 | This is an original single-patient case report describing an 83-year-old woman with anti-amphiphysin antibody-associated paraneoplastic stiff-limb syndrome, which is within the SPS spectrum. Although the paper also contains background discussion of broader SPS-spectrum entities, the extractable original data support one unique SPS-spectrum patient; due to the validator's SPS-status uncertainty flag, manual review remains appropriate.","Review the count evidence, update the count manual-review ledger or gold corpus, and rerun the stage-06 publish step.",true,2026-04-19T12:51:32.246339+00:00
12322|05b_proceedings_qc|proceedings_qc_follow_up_required|proceedings_text_qc_registry.csv,12322,12322,Celiac Disease With Concurrent Stiff Person Syndrome,"Hall, H; Zheng, XN; Chastant, W; Hutchings, J",2022,AMERICAN JOURNAL OF GASTROENTEROLOGY,05b_proceedings_qc,proceedings_qc_follow_up_required,medium,untrimmed_localised,proceedings_text_qc_registry.csv,qc_status,Target appears localised in full proceedings text; trimming/manual review is still required.,"Review proceedings QC, fix the target span if needed, and rerun proceedings-ready publication.",true,2026-04-06T13:53:48.636242+00:00
12345|04_source_categorisation|source_category_manual_review_required|paper_artifact_registry.csv,12345,12345,Partial Stiff Person Syndrome as a Stroke Mimic,"Machado, D; Hodges, K",2020,ANNALS OF NEUROLOGY,04_source_categorisation,source_category_manual_review_required,medium,review_source_category_then_langextract,paper_artifact_registry.csv,source_manual_review_required,"This is a conference abstract (proceedings detected, single page, S-page numbering). The title suggests a clinical case, but without an abstract or further content, it is unclear whether original SPS-spectrum patient data is reported or how many cases are included.",Review source category/routing and update the source categorisation manual-review ledger.,true,2026-04-05T19:24:11.181686+00:00
12345|05_proceedings_trim|trim_manual_review_required|text_trim_registry.csv,12345,12345,Partial Stiff Person Syndrome as a Stroke Mimic,"Machado, D; Hodges, K",2020,ANNALS OF NEUROLOGY,05_proceedings_trim,trim_manual_review_required,high,header_only_source,text_trim_registry.csv,trim_status,Matched entry appears to contain header-only listing without abstract body.,Revisit proceedings localisation and publish a safe proceedings-ready text layer.,true,2026-05-07T11:48:48.496787+00:00
12345|05b_proceedings_qc|proceedings_qc_follow_up_required|proceedings_text_qc_registry.csv,12345,12345,Partial Stiff Person Syndrome as a Stroke Mimic,"Machado, D; Hodges, K",2020,ANNALS OF NEUROLOGY,05b_proceedings_qc,proceedings_qc_follow_up_required,high,header_only_source,proceedings_text_qc_registry.csv,qc_status,Matched source appears to be a title/author listing without abstract body text.,"Review proceedings QC, fix the target span if needed, and rerun proceedings-ready publication.",true,2026-04-06T13:53:56.406580+00:00
12358|05b_proceedings_qc|proceedings_qc_follow_up_required|proceedings_text_qc_registry.csv,12358,12358,Type 1 Diabetes Mellitus and Stiff-Person Syndrome,"Araújo, CA; Baptista, C; Paiva, I; Morgadinho, A",2021,DIABETES,05b_proceedings_qc,proceedings_qc_follow_up_required,high,header_only_source,proceedings_text_qc_registry.csv,qc_status,Matched source appears to be a title/author listing without abstract body text.,"Review proceedings QC, fix the target span if needed, and rerun proceedings-ready publication.",true,2026-04-06T13:53:56.411592+00:00
12387|05_proceedings_trim|proceedings_manual_review_queue|proceedings_manual_review_queue.csv,12387,12387,Successful treatment of Stiff Person Syndrome with botulinum toxin,"Goncalves, A; Brunet, F; Ariton, D; De Fabregues, O",2022,MOVEMENT DISORDERS,05_proceedings_trim,proceedings_manual_review_queue,medium,queued,proceedings_manual_review_queue.csv,manual_status,"Proceedings detected, but the best abstract block match is below the auto-trim confidence threshold.","Review target abstract boundaries, record the manual decision, and rerun proceedings-ready publication.",true,2026-05-07T11:48:48.490507+00:00
12390|05_proceedings_trim|trim_manual_review_required|text_trim_registry.csv,12390,12390,Stiff Person Syndrome Misdiagnosis: Clinical and Ancillary Testing Characteristics,"Chia, N; McKeon, A; Flanagan, E; Dubey, D; Zalewski, N; Pittock, S; Zekeridou, A",2022,NEUROLOGY,05_proceedings_trim,trim_manual_review_required,medium,manual_review_required,text_trim_registry.csv,trim_status,Matched entry appears truncated or lacks sufficient abstract body content.,Revisit proceedings localisation and publish a safe proceedings-ready text layer.,true,2026-05-07T11:48:48.496802+00:00
12390|05b_proceedings_qc|proceedings_qc_follow_up_required|proceedings_text_qc_registry.csv,12390,12390,Stiff Person Syndrome Misdiagnosis: Clinical and Ancillary Testing Characteristics,"Chia, N; McKeon, A; Flanagan, E; Dubey, D; Zalewski, N; Pittock, S; Zekeridou, A",2022,NEUROLOGY,05b_proceedings_qc,proceedings_qc_follow_up_required,medium,untrimmed_localised,proceedings_text_qc_registry.csv,qc_status,Target appears localised in full proceedings text; trimming/manual review is still required.,"Review proceedings QC, fix the target span if needed, and rerun proceedings-ready publication.",true,2026-04-06T13:54:17.574928+00:00
12399|05b_proceedings_qc|proceedings_qc_follow_up_required|proceedings_text_qc_registry.csv,12399,12399,Neuropsychological performance and psychiatric symptoms in stiff person syndrome,"Chan, C; Wang, YJ; Obando, D; Newsome, S",2021,NEUROLOGY,05b_proceedings_qc,proceedings_qc_follow_up_required,medium,untrimmed_localised,proceedings_text_qc_registry.csv,qc_status,Target appears localised in full proceedings text; trimming/manual review is still required.,"Review proceedings QC, fix the target span if needed, and rerun proceedings-ready publication.",true,2026-04-06T13:54:17.578470+00:00
12424|05b_proceedings_qc|proceedings_qc_follow_up_required|proceedings_text_qc_registry.csv,12424,12424,Unanticipated Improvement of Stiff Person Syndrome after severe COVID-19,"Tofade, T; Shaulov, S; Surathi, P; Mulvey, M; Marks, D",2021,NEUROLOGY,05b_proceedings_qc,proceedings_qc_follow_up_required,blocker,mismatch,proceedings_text_qc_registry.csv,qc_status,Title/author alignment is too weak for a reliable proceedings match.,"Review proceedings QC, fix the target span if needed, and rerun proceedings-ready publication.",true,2026-04-06T13:54:21.107224+00:00
12428|05_proceedings_trim|proceedings_manual_review_queue|proceedings_manual_review_queue.csv,12428,12428,"Unrecognized thymoma-associated paraneoplastic ""stiff person"" syndrome - a case report","Novoselska, N; Mateva, G; Bochev, P",2022,EUROPEAN JOURNAL OF NUCLEAR MEDICINE AND MOLECULAR IMAGING,05_proceedings_trim,proceedings_manual_review_queue,medium,queued,proceedings_manual_review_queue.csv,manual_status,"Proceedings detected, but the best abstract block match is below the auto-trim confidence threshold.","Review target abstract boundaries, record the manual decision, and rerun proceedings-ready publication.",true,2026-05-07T11:48:48.490543+00:00
12428|05_proceedings_trim|trim_manual_review_required|text_trim_registry.csv,12428,12428,"Unrecognized thymoma-associated paraneoplastic ""stiff person"" syndrome - a case report","Novoselska, N; Mateva, G; Bochev, P",2022,EUROPEAN JOURNAL OF NUCLEAR MEDICINE AND MOLECULAR IMAGING,05_proceedings_trim,trim_manual_review_required,high,header_only_source,text_trim_registry.csv,trim_status,Matched entry appears to contain header-only listing without abstract body.,Revisit proceedings localisation and publish a safe proceedings-ready text layer.,true,2026-05-07T11:48:48.496815+00:00
12428|05b_proceedings_qc|proceedings_qc_follow_up_required|proceedings_text_qc_registry.csv,12428,12428,"Unrecognized thymoma-associated paraneoplastic ""stiff person"" syndrome - a case report","Novoselska, N; Mateva, G; Bochev, P",2022,EUROPEAN JOURNAL OF NUCLEAR MEDICINE AND MOLECULAR IMAGING,05b_proceedings_qc,proceedings_qc_follow_up_required,high,header_only_source,proceedings_text_qc_registry.csv,qc_status,Matched source appears to be a title/author listing without abstract body text.,"Review proceedings QC, fix the target span if needed, and rerun proceedings-ready publication.",true,2026-04-06T13:54:32.492673+00:00
12433|06_sps_case_count|case_count_manual_review_required|source_sps_case_count_registry.csv,12433,12433,AUTOANTIBODIES TO GABAERGIC NEURONS AND RESPONSE TO PLASMAPHERESIS IN STIFF-MAN SYNDROME,"BRASHEAR, HR; PHILLIPS, LH",1991,NEUROLOGY,06_sps_case_count,case_count_manual_review_required,medium,llm_candidate_exact,source_sps_case_count_registry.csv,count_manual_review_required,"challenge_stage=primary | verification_status=llm_candidate_exact | llm_count_confidence=medium | llm_selected_candidate_id=cand01 | This paper is framed as a single case report and explicitly states 'We describe a patient with progressive stiff-man syndrome.' The 'more than 200 other patients' refers to comparison samples, not original extractable SPS-spectrum cases reported in this paper; however, provenance overlap signals warrant manual review.","Review the count evidence, update the count manual-review ledger or gold corpus, and rerun the stage-06 publish step.",true,2026-04-19T12:55:48.191098+00:00
12457|07_case_series_split|case_series_split_manual_review_required|case_series_split_registry.csv,12457,12457,TREATMENT OF STIFF MAN SYNDROME WITH INTRAVENOUS IMMUNOGLOBULIN,"CORNMAN, EW; AMATO, AA; KISSEL, JT",1994,NEUROLOGY,07_case_series_split,case_series_split_manual_review_required,medium,manual_review_required,case_series_split_registry.csv,split_status,"Case headings do not begin with the first case, so the leading case block is not safely isolated.",Review case boundaries manually or mark the paper unsuitable for case-level splitting.,true,2026-05-07T11:48:48.539037+00:00
12465|06_sps_case_count|case_count_manual_review_required|source_sps_case_count_registry.csv,12465,12465,Successful treatment of stiff man syndrome with intravenous immunoglobulin,"Barker, RA; Marsden, CD",1997,JOURNAL OF NEUROLOGY NEUROSURGERY AND PSYCHIATRY,06_sps_case_count,case_count_manual_review_required,medium,llm_candidate_exact,source_sps_case_count_registry.csv,count_manual_review_required,"challenge_stage=primary | verification_status=llm_candidate_exact | llm_count_confidence=medium | llm_selected_candidate_id=cand01 | The paper text describes one original SPS/SMS patient in detail: a 43-year-old man with classic stiff-man syndrome features treated with IVIG. Although the article cites prior IVIG-treated patients from earlier studies, those are clearly background literature rather than additional original cases; however, provenance uncertainty signals warrant manual review.","Review the count evidence, update the count manual-review ledger or gold corpus, and rerun the stage-06 publish step.",true,2026-04-19T12:57:32.283356+00:00
12473|05_proceedings_trim|proceedings_manual_review_queue|proceedings_manual_review_queue.csv,12473,12473,Stiff-person syndrome - a 15-year review at a tertiary hospital,"Rodrigues, R; Sousa, L; Samoes, R; Caçao, G; Chaves, J; Cardoso, M; Barros, J; Santos, E; Damásio, J",2021,MOVEMENT DISORDERS,05_proceedings_trim,proceedings_manual_review_queue,medium,queued,proceedings_manual_review_queue.csv,manual_status,"Proceedings detected, but the best abstract block match is below the auto-trim confidence threshold.","Review target abstract boundaries, record the manual decision, and rerun proceedings-ready publication.",true,2026-05-07T11:48:48.490555+00:00
12473|05b_proceedings_llm_validation|llm_trim_validation_fallback|text_trim_llm_registry.csv,12473,12473,Stiff-person syndrome - a 15-year review at a tertiary hospital,"Rodrigues, R; Sousa, L; Samoes, R; Caçao, G; Chaves, J; Cardoso, M; Barros, J; Santos, E; Damásio, J",2021,MOVEMENT DISORDERS,05b_proceedings_llm_validation,llm_trim_validation_fallback,medium,overshoot_contains_resumed_body_after_page_noise,text_trim_llm_registry.csv,llm_validation_reason,LLM output failed validation (overshoot_contains_resumed_body_after_page_noise); used heuristic fallback tail_metadata_trim_end.,Inspect LLM trim validation output and confirm or replace the proceedings-ready boundary.,true,2026-05-07T11:48:48.500474+00:00
12495|05_proceedings_trim|proceedings_manual_review_queue|proceedings_manual_review_queue.csv,12495,12495,ATYPICAL STIFF PERSON SYNDROME WITH ANTI-IGLON5 ANTIBODIES: A CASE REPORT,"Castellano, C; Bellucci, M; Germano, F; Gemelli, C; Marinelli, L; Lechiara, A; Schenone, A; Franciotta, D; Benedetti, L",2023,JOURNAL OF THE PERIPHERAL NERVOUS SYSTEM,05_proceedings_trim,proceedings_manual_review_queue,medium,queued,proceedings_manual_review_queue.csv,manual_status,"Proceedings detected, but the best abstract block match is below the auto-trim confidence threshold.","Review target abstract boundaries, record the manual decision, and rerun proceedings-ready publication.",true,2026-05-07T11:48:48.490570+00:00
12497|05_proceedings_trim|trim_manual_review_required|text_trim_registry.csv,12497,12497,Late-onset Stiff Person Syndrome (SPS): Challenges in Diagnosis and Management,"Yi, J; Dalakas, M",2023,NEUROLOGY,05_proceedings_trim,trim_manual_review_required,medium,manual_review_required,text_trim_registry.csv,trim_status,Matched entry appears truncated or lacks sufficient abstract body content.,Revisit proceedings localisation and publish a safe proceedings-ready text layer.,true,2026-05-07T11:48:48.496828+00:00
12497|05b_proceedings_qc|proceedings_qc_follow_up_required|proceedings_text_qc_registry.csv,12497,12497,Late-onset Stiff Person Syndrome (SPS): Challenges in Diagnosis and Management,"Yi, J; Dalakas, M",2023,NEUROLOGY,05b_proceedings_qc,proceedings_qc_follow_up_required,medium,untrimmed_localised,proceedings_text_qc_registry.csv,qc_status,Target appears localised in full proceedings text; trimming/manual review is still required.,"Review proceedings QC, fix the target span if needed, and rerun proceedings-ready publication.",true,2026-04-06T13:54:40.259727+00:00
12528|01_pdf_acquisition|pdf_missing|pdf_acquisition_queue.csv,12528,12528,"Clinical presentation, comorbidities and treatment of GAD antibodies associated stiff person syndrome","Lazzeri, G; Saccomanno, D; Arienti, F; Carandini, T; Gagliardi, D; Lanfranconi, S; Meneri, M; Monfrini, E; Saetti, MC; Trezzi, I; Velardo, D; Vizziello, M; Corti, S; Comi, GP; Bresolin, N; Franco, G; Di Fonzio, A",2021,JOURNAL OF THE NEUROLOGICAL SCIENCES,01_pdf_acquisition,pdf_missing,medium,missing,pdf_acquisition_queue.csv,download_status,No local PDF is present and the reference still needs acquisition.,"Acquire or retry the PDF, then rebuild PDF, text, source, and artefact registries.",true,2026-05-07T11:48:48.477709+00:00
12531|06_sps_case_count|case_count_manual_review_required|source_sps_case_count_registry.csv,12531,12531,STIFF-MAN SYNDROME AND ENCEPHALOMYELITIS MAY COEXIST - CLINICAL-PATHOLOGICAL CORRELATIONS,"ARMON, C; SWANSON, JW; MCLEAN, JM; WESTBROOK, PR; OKAZAKI, H; KURTIN, PJ; KAYLANRAMAN, UP; RODRIGUEZ, MR",1993,ANNALS OF NEUROLOGY,06_sps_case_count,case_count_manual_review_required,medium,llm_candidate_exact,source_sps_case_count_registry.csv,count_manual_review_required,"challenge_stage=primary | verification_status=llm_candidate_exact | llm_count_confidence=medium | llm_selected_candidate_id=cand01 | The paper text describes one original individual patient with stiff-man syndrome and subsequent encephalomyelitis, consistent with a single-case report. Although prior similar cases are mentioned in the background, the report's extractable original SPS-spectrum count is 1; manual review remains appropriate because provenance uncertainty was flagged upstream.","Review the count evidence, update the count manual-review ledger or gold corpus, and rerun the stage-06 publish step.",true,2026-04-19T13:01:23.729149+00:00
12532|05b_proceedings_qc|proceedings_qc_follow_up_required|proceedings_text_qc_registry.csv,12532,12532,Standing Still: A Case of Stiff-person Syndrome and Common Variable Immunodeficiency,"Escobar, S; Khazar, V; Szema, A",2023,AMERICAN JOURNAL OF RESPIRATORY AND CRITICAL CARE MEDICINE,05b_proceedings_qc,proceedings_qc_follow_up_required,medium,untrimmed_localised,proceedings_text_qc_registry.csv,qc_status,Target appears localised in full proceedings text; trimming/manual review is still required.,"Review proceedings QC, fix the target span if needed, and rerun proceedings-ready publication.",true,2026-04-06T13:54:41.068433+00:00
12538|05b_proceedings_qc|proceedings_qc_follow_up_required|proceedings_text_qc_registry.csv,12538,12538,Characterization of Spasm-Related Respiratory Impairment in Stiff Person Syndrome Spectrum Disorders,"Maldonado, DP; Koshorek, J; Reyes-Mantilla, M; Obando, D; Wang, YJ; Newsome, S",2021,NEUROLOGY,05b_proceedings_qc,proceedings_qc_follow_up_required,medium,untrimmed_localised,proceedings_text_qc_registry.csv,qc_status,Target appears localised in full proceedings text; trimming/manual review is still required.,"Review proceedings QC, fix the target span if needed, and rerun proceedings-ready publication.",true,2026-04-06T13:54:41.092145+00:00
12538|06_sps_case_count|case_count_manual_review_required|source_sps_case_count_registry.csv,12538,12538,Characterization of Spasm-Related Respiratory Impairment in Stiff Person Syndrome Spectrum Disorders,"Maldonado, DP; Koshorek, J; Reyes-Mantilla, M; Obando, D; Wang, YJ; Newsome, S",2021,NEUROLOGY,06_sps_case_count,case_count_manual_review_required,medium,llm_candidate_exact,source_sps_case_count_registry.csv,count_manual_review_required,"challenge_stage=challenge | verification_status=llm_candidate_exact | llm_count_confidence=low | challenge_reasons=local_safer_abstention_conflict=0 vs 211 | llm_selected_candidate_id=cand01 | The abstract reports 'our SPS cohort of 211 patients,' which suggests an original cohort, but it does not clearly define whether all 211 are confirmed SPS-spectrum cases versus a broader center cohort. Because the challenge instructions require manual review when the conflict is not fully resolved by explicit paper evidence, the safest resolution is to retain the zero candidate as a placeholder exact candidate while flagging for human review.","Review the count evidence, update the count manual-review ledger or gold corpus, and rerun the stage-06 publish step.",true,2026-04-19T13:02:51.301985+00:00
12545|06_sps_case_count|case_count_manual_review_required|source_sps_case_count_registry.csv,12545,12545,Case Report: Deep Brain Stimulation as a Potential Treatment for Stiff-Person Syndrome,"Shah, E; Isfahani, S; Swope, D",2022,MOVEMENT DISORDERS,06_sps_case_count,case_count_manual_review_required,medium,llm_candidate_exact,source_sps_case_count_registry.csv,count_manual_review_required,"challenge_stage=primary | verification_status=llm_candidate_exact | llm_count_confidence=medium | llm_selected_candidate_id=cand01 | The paper explicitly describes itself as a case report and repeatedly refers to a single patient ('our aim is to report a case of such a patient' and 'this is a case report of a 22-year-old female'). The diagnosis is diagnosis-supported rather than perfectly definitive, so count 1 SPS-spectrum patient with manual review retained due to medium confidence.","Review the count evidence, update the count manual-review ledger or gold corpus, and rerun the stage-06 publish step.",true,2026-04-19T13:03:09.186516+00:00
