covidence_id,ref,study,title,authors,published_year,journal,doi,tags,card_identifier_text,card_first_author,card_year,card_authors_full,card_publication_title,card_title_matches_export,card_authors_match_export,card_year_matches_export,pdf_filename,pdf_path_relative,pdf_path_absolute,local_file_count,download_status,manifest_status,download_method,download_url,manifest_error
6666,,Wong 2004,A case of Stiff Person Syndrome associated with an invasive thymoma,"Wong, D. C. T.; Gibson, G.; Stoessl, A. J.",2004,Neurology,,,#6666 – Wong 2004,Wong,2004,"Wong, D. C. T.; Gibson, G.; Stoessl, A. J.",A case of Stiff Person Syndrome associated with an invasive thymoma,true,true,true,6666_Stiff-person syndrome associated with invasive thymoma a case report.pdf,data\pdf_original\6666_Stiff-person syndrome associated with invasive thymoma a case report.pdf,C:\Projects\sps-review\data\pdf_original\6666_Stiff-person syndrome associated with invasive thymoma a case report.pdf,1,downloaded,downloaded,direct_fetch,https://regroup-production.s3.amazonaws.com/documents/ReviewReference/311306839/Stiff-person%20syndrome%20associated%20with%20invasive%20thymoma%20a%20case%20report.pdf?response-content-type=application%2Fpdf&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYSFKCAWYQ4D5IUHG%2F20260301%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260301T193351Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=ac947580f862296f40c3b00a76a34c07b45c21937645a007a24b5f87f28af75f,
6680,,Xiong 2013,"Current clinical conditions of stiff-person syndrome in China, a national survey","Xiong, N.; Yang, J.; Liu, L.; Xiong, J.; Zhang, X.; Zhang, G.; Huang, J.; Wang, T.",2013,Movement Disorders,,,#6680 – Xiong 2013,Xiong,2013,"Xiong, N.; Yang, J.; Liu, L.; Xiong, J.; Zhang, X.; Zhang, G.; Huang, J.; Wang, T.","Current clinical conditions of stiff-person syndrome in China, a national survey",true,true,true,"6680_Xiong-2013-Current clinical conditions of stiff-person syndrome in China, a national survey.pdf","data\pdf_original\6680_Xiong-2013-Current clinical conditions of stiff-person syndrome in China, a national survey.pdf","C:\Projects\sps-review\data\pdf_original\6680_Xiong-2013-Current clinical conditions of stiff-person syndrome in China, a national survey.pdf",1,downloaded,downloaded,direct_fetch,https://regroup-production.s3.amazonaws.com/documents/ReviewReference/311306853/6680.pdf?response-content-type=application%2Fpdf&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYSFKCAWYQ4D5IUHG%2F20260301%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260301T193351Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=786f0bdf7b3190f0c7019c61cb5e530e46c4a16a603fa5563ada45503b26a9c2,
6683,,Rakocevic 2012,Stiff Person Syndrome Improvement with Chemotherapy in a Patient with Cutaneous T Cell Lymphoma,"Rakocevic, G.; Hussain, A.",2012,Neurology,,,#6683 – Rakocevic 2012,Rakocevic,2012,"Rakocevic, G.; Hussain, A.",Stiff Person Syndrome Improvement with Chemotherapy in a Patient with Cutaneous T Cell Lymphoma,true,true,true,6683_Muscle and Nerve - 2012 - Rakocevic - Stiff person syndrome improvement with chemotherapy in a patient with cutaneous t.pdf,data\pdf_original\6683_Muscle and Nerve - 2012 - Rakocevic - Stiff person syndrome improvement with chemotherapy in a patient with cutaneous t.pdf,C:\Projects\sps-review\data\pdf_original\6683_Muscle and Nerve - 2012 - Rakocevic - Stiff person syndrome improvement with chemotherapy in a patient with cutaneous t.pdf,1,downloaded,downloaded,direct_fetch,https://regroup-production.s3.amazonaws.com/documents/ReviewReference/311306856/Muscle%20and%20Nerve%20-%202012%20-%20Rakocevic%20-%20Stiff%20person%20syndrome%20improvement%20with%20chemotherapy%20in%20a%20patient%20with%20cutaneous%20t.pdf?response-content-type=application%2Fpdf&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYSFKCAWYQ4D5IUHG%2F20260301%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260301T190420Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=9c3ec3bb6831c1ae3463bbf6df2cb79bc3973915f0faf331de40b9fb2d284059,
6690,,Rakocevic 2007,Development of adenocarcinoma in stiff person syndrome (SPS) patients with anti-GAD antibodies: Report of 2 cases with SPS-specific antigens in their tumors,"Rakocevic, G.; Semino-Mora, C.; Dalakas, M. C.",2007,Annals of Neurology,,,#6690 – Rakocevic 2007,Rakocevic,2007,"Rakocevic, G.; Semino-Mora, C.; Dalakas, M. C.",Development of adenocarcinoma in stiff person syndrome (SPS) patients with anti-GAD antibodies: Report of 2 cases with SPS-specific antigens in their tumors,true,true,true,6690_Annals of Neurology - 2007 - - ANA T1 T136.pdf,data\pdf_original\6690_Annals of Neurology - 2007 - - ANA T1 T136.pdf,C:\Projects\sps-review\data\pdf_original\6690_Annals of Neurology - 2007 - - ANA T1 T136.pdf,1,downloaded,downloaded,direct_fetch,https://regroup-production.s3.amazonaws.com/documents/ReviewReference/311306863/Annals%20of%20Neurology%20-%202007%20-%20%20-%20ANA%20T1%20T136.pdf?response-content-type=application%2Fpdf&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYSFKCAWYQ4D5IUHG%2F20260301%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260301T190421Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=c3e86f30281c8a916f112b3b83c2abfb7250f2ca4f46bf2e1b68d3040bc5924c,
6691,,Rakocevic 2005,Stiff person syndrome with cerebellar disease and epitope-specific anti-GAD antibodies,"Rakocevic, G.; Semino-Mora, C.; Raju, R.; Dalakas, M. C.",2005,Annals of Neurology,,,#6691 – Rakocevic 2005,Rakocevic,2005,"Rakocevic, G.; Semino-Mora, C.; Raju, R.; Dalakas, M. C.",Stiff person syndrome with cerebellar disease and epitope-specific anti-GAD antibodies,true,true,true,6691_Annals of Neurology - 2005 - - 130th Annual meeting Tuesday September 27 2005 Abstracts Plenary session.pdf,data\pdf_original\6691_Annals of Neurology - 2005 - - 130th Annual meeting Tuesday September 27 2005 Abstracts Plenary session.pdf,C:\Projects\sps-review\data\pdf_original\6691_Annals of Neurology - 2005 - - 130th Annual meeting Tuesday September 27 2005 Abstracts Plenary session.pdf,1,downloaded,downloaded,direct_fetch,https://regroup-production.s3.amazonaws.com/documents/ReviewReference/311306864/Annals%20of%20Neurology%20-%202005%20-%20%20-%20130th%20Annual%20meeting%20Tuesday%20%20September%2027%20%202005%20Abstracts%20%20Plenary%20session.pdf?response-content-type=application%2Fpdf&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYSFKCAWYQ4D5IUHG%2F20260301%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260301T190641Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=d9adcfcdb7555be9b016bb4d96e45aa45f6f4a9aa242fa525eaa935f49220d23,
6692,,Rakocevic 2007,Biased usage of the T-cell-receptor (TCR) b-chain-variable-region (Vb) of CD4+ peripheral-blood-lymphocytes (PBL) in patients with stiff person syndrome (SPS),"Rakocevic, G.; Shatunov, A.; Raju, R.; Goldfarb, L. G.; Dalakas, M. C.",2007,Neurology,,,#6692 – Rakocevic 2007,Rakocevic,2007,"Rakocevic, G.; Shatunov, A.; Raju, R.; Goldfarb, L. G.; Dalakas, M. C.",Biased usage of the T-cell-receptor (TCR) b-chain-variable-region (Vb) of CD4+ peripheral-blood-lymphocytes (PBL) in patients with stiff person syndrome (SPS),true,true,true,6692_Rakocevic-2007-Biased usage of the T-cell-receptor TCR b-chain-variable-region Vb of CD4+ peripheral-blood-lymphocytes PBL in.pdf,data\pdf_original\6692_Rakocevic-2007-Biased usage of the T-cell-receptor TCR b-chain-variable-region Vb of CD4+ peripheral-blood-lymphocytes PBL in.pdf,C:\Projects\sps-review\data\pdf_original\6692_Rakocevic-2007-Biased usage of the T-cell-receptor TCR b-chain-variable-region Vb of CD4+ peripheral-blood-lymphocytes PBL in.pdf,1,downloaded,downloaded,direct_fetch,https://regroup-production.s3.amazonaws.com/documents/ReviewReference/311306865/6692.pdf?response-content-type=application%2Fpdf&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYSFKCAWYQ4D5IUHG%2F20260301%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260301T190642Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=2c9a7c2c72f754d6996fd1a671125324d241f69055a320269b0caf7cfd51ede7,
6723,,Robinson 2010,"Stiff-Man Syndrome: Clinical Course, Treatments and Outcomes","Robinson, M. T.; Pittock, S. J.; Lennon, V. A.; Ahlskog, J. E.; McEvoy, K. M.; Matsumoto, J. Y.; McKeon, A.",2010,Annals of Neurology,,,#6723 – Robinson 2010,Robinson,2010,"Robinson, M. T.; Pittock, S. J.; Lennon, V. A.; Ahlskog, J. E.; McEvoy, K. M.; Matsumoto, J. Y.; McKeon, A.","Stiff-Man Syndrome: Clinical Course, Treatments and Outcomes",true,true,true,6723_Annals of Neurology - 2010 - - 135th Annual Meeting Poster Session AbstractsMonday September 13 2010.pdf,data\pdf_original\6723_Annals of Neurology - 2010 - - 135th Annual Meeting Poster Session AbstractsMonday September 13 2010.pdf,C:\Projects\sps-review\data\pdf_original\6723_Annals of Neurology - 2010 - - 135th Annual Meeting Poster Session AbstractsMonday September 13 2010.pdf,1,downloaded,downloaded,direct_fetch,https://regroup-production.s3.amazonaws.com/documents/ReviewReference/311306896/Annals%20of%20Neurology%20-%202010%20-%20%20-%20135th%20Annual%20Meeting%20Poster%20Session%20AbstractsMonday%20%20September%2013%20%202010.pdf?response-content-type=application%2Fpdf&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYSFKCAWYQ4D5IUHG%2F20260301%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260301T190646Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=1ff61601a504ac37ae85707df2cccb5146485006f63163b33eb2d616762a8541,
6726,,Rodier 2006,Parkinsonism related to progressive encephalomyelitis with rigidity and myoclonus,"Rodier, G.; Boulay, C.; Anheim, M.; Courtois, S.; Tranchant, C.",2006,Movement Disorders,,,#6726 – Rodier 2006,Rodier,2006,"Rodier, G.; Boulay, C.; Anheim, M.; Courtois, S.; Tranchant, C.",Parkinsonism related to progressive encephalomyelitis with rigidity and myoclonus,true,true,true,6726_Movement Disorders - 2006 - - Poster Session 3.pdf,data\pdf_original\6726_Movement Disorders - 2006 - - Poster Session 3.pdf,C:\Projects\sps-review\data\pdf_original\6726_Movement Disorders - 2006 - - Poster Session 3.pdf,1,downloaded,downloaded,direct_fetch,https://regroup-production.s3.amazonaws.com/documents/ReviewReference/311306899/Movement%20Disorders%20-%202006%20-%20%20-%20Poster%20Session%203.pdf?response-content-type=application%2Fpdf&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYSFKCAWYQ4D5IUHG%2F20260301%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260301T190647Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=33b34af016db7843b65285dac037e6c6761068f88d646cf2b14647d5f44c7c47,
6732,,Rosati 2009,Sleep Abnormalities in Stiff Person Syndrome and Stiff Leg Syndrome: A Further Evidence of a Dysfunction of GABA-ergic Inhibitory System,"Rosati, A.; Bongiovanni, L. G.; Benedetti, M. D.; Vianello, M.; Giometto, B.; Padovani, A.",2009,Neurology,,Clinical manifestations,#6732 – Rosati 2009,Rosati,2009,"Rosati, A.; Bongiovanni, L. G.; Benedetti, M. D.; Vianello, M.; Giometto, B.; Padovani, A.",Sleep Abnormalities in Stiff Person Syndrome and Stiff Leg Syndrome: A Further Evidence of a Dysfunction of GABA-ergic Inhibitory System,true,true,true,6732_Rosati-2009-Sleep Abnormalities in Stiff Person Syndrome and Stiff Leg Syndrome A Further Evidence of a Dysfunction of GABA-ergic.pdf,data\pdf_original\6732_Rosati-2009-Sleep Abnormalities in Stiff Person Syndrome and Stiff Leg Syndrome A Further Evidence of a Dysfunction of GABA-ergic.pdf,C:\Projects\sps-review\data\pdf_original\6732_Rosati-2009-Sleep Abnormalities in Stiff Person Syndrome and Stiff Leg Syndrome A Further Evidence of a Dysfunction of GABA-ergic.pdf,1,downloaded,downloaded,direct_fetch,https://regroup-production.s3.amazonaws.com/documents/ReviewReference/311306905/6732.pdf?response-content-type=application%2Fpdf&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYSFKCAWYQ4D5IUHG%2F20260301%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260301T190649Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=bec3813c4bf2be6262282b7c288b60e6880ba5ffd0ed0bc4b8a8db1e975f05e5,
6745,,Rowley 1996,Diabetic sera react with the glutamic acid decarboxylase molecule in a dimeric-oligomeric form,"Rowley, M. J.; Chen, Q. Y.; Teoh, K. L.; Zimmet, P. Z.; Tuomi, T.; Knowles, W. J.; McKay, I. R.",1996,Clinical and Experimental Immunology,10.1046/j.1365-2249.1996.d01-827.x,,#6745 – Rowley 1996,Rowley,1996,"Rowley, M. J.; Chen, Q. Y.; Teoh, K. L.; Zimmet, P. Z.; Tuomi, T.; Knowles, W. J.; McKay, I. R.",Diabetic sera react with the glutamic acid decarboxylase molecule in a dimeric-oligomeric form,true,true,true,6745_Rowley et al. - 1996 - Diabetic sera react with the glutamic acid decarbo.pdf,data\pdf_original\6745_Rowley et al. - 1996 - Diabetic sera react with the glutamic acid decarbo.pdf,C:\Projects\sps-review\data\pdf_original\6745_Rowley et al. - 1996 - Diabetic sera react with the glutamic acid decarbo.pdf,1,downloaded,downloaded,direct_fetch,https://regroup-production.s3.amazonaws.com/documents/ReviewReference/311306918/Rowley%20et%20al.%20-%201996%20-%20Diabetic%20sera%20react%20with%20the%20glutamic%20acid%20decarbo.pdf?response-content-type=application%2Fpdf&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYSFKCAWYQ4D5IUHG%2F20260301%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260301T191040Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=d603bc34cf7bb4855ba6fdcddea856ea85198c5b1e6a95e1536790bb8505aa8d,
6746,,Rucker 2009,Ophthalmoplegia and Downbeat Nystagmus in Stiff-Person Syndrome,"Rucker, J. C.; Szewka, A.",2009,Neurology,,,#6746 – Rucker 2009,Rucker,2009,"Rucker, J. C.; Szewka, A.",Ophthalmoplegia and Downbeat Nystagmus in Stiff-Person Syndrome,true,true,true,6746_Ophthalmoplegia and Downbeat Nystagmus ... _ J.pdf,data\pdf_original\6746_Ophthalmoplegia and Downbeat Nystagmus ... _ J.pdf,C:\Projects\sps-review\data\pdf_original\6746_Ophthalmoplegia and Downbeat Nystagmus ... _ J.pdf,1,downloaded,downloaded,direct_fetch,https://regroup-production.s3.amazonaws.com/documents/ReviewReference/311306919/Ophthalmoplegia%20and%20Downbeat%20Nystagmus%20...%20_%20J.pdf?response-content-type=application%2Fpdf&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYSFKCAWYQ4D5IUHG%2F20260301%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260301T191041Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=f15b93a82b9817544f098dcafc7aa7bed0af07a1ebba46330fb13aef149046b0,
6747,,Rudnicki 2000,"Paraneoplastic syndromes of the spinal cord, nerve, and muscle","Rudnicki, S. A.; Dalmau, J.",2000,Muscle & Nerve,10.1002/1097-4598(200012)23:12<1800::Aid-mus3>3.3.Co;2-o,,#6747 – Rudnicki 2000,Rudnicki,2000,"Rudnicki, S. A.; Dalmau, J.","Paraneoplastic syndromes of the spinal cord, nerve, and muscle",true,true,true,"6747_Rudnicki and Dalmau - 2000 - Paraneoplastic syndromes of the spinal cord, nerve.pdf","data\pdf_original\6747_Rudnicki and Dalmau - 2000 - Paraneoplastic syndromes of the spinal cord, nerve.pdf","C:\Projects\sps-review\data\pdf_original\6747_Rudnicki and Dalmau - 2000 - Paraneoplastic syndromes of the spinal cord, nerve.pdf",1,downloaded,downloaded,direct_fetch,https://regroup-production.s3.amazonaws.com/documents/ReviewReference/311306920/Rudnicki%20and%20Dalmau%20-%202000%20-%20Paraneoplastic%20syndromes%20of%20the%20spinal%20cord%2C%20nerve.pdf?response-content-type=application%2Fpdf&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYSFKCAWYQ4D5IUHG%2F20260301%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260301T191041Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=47fd12fe2ab244567a2e7b507bf18c32fb290bfaec3b85908708256f67a8106e,
6756,,Sachdev 2016,NEUROLEPTIC MALIGNANT SYNDROME IN STIFF PERSON SYNDROME,"Sachdev, A.; Moussa, S.",2016,Muscle & Nerve,,,#6756 – Sachdev 2016,Sachdev,2016,"Sachdev, A.; Moussa, S.",NEUROLEPTIC MALIGNANT SYNDROME IN STIFF PERSON SYNDROME,true,true,true,6756_Muscle and Nerve - 2016 - - American Association of Neuromuscular Electrodiagnostic Medicine Annual Meeting Abstracts .pdf,data\pdf_original\6756_Muscle and Nerve - 2016 - - American Association of Neuromuscular Electrodiagnostic Medicine Annual Meeting Abstracts .pdf,C:\Projects\sps-review\data\pdf_original\6756_Muscle and Nerve - 2016 - - American Association of Neuromuscular Electrodiagnostic Medicine Annual Meeting Abstracts .pdf,1,downloaded,downloaded,direct_fetch,https://regroup-production.s3.amazonaws.com/documents/ReviewReference/311306929/Muscle%20and%20Nerve%20-%202016%20-%20%20-%20American%20Association%20of%20Neuromuscular%20%20%20Electrodiagnostic%20Medicine%20%20Annual%20Meeting%20Abstracts%20.pdf?response-content-type=application%2Fpdf&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYSFKCAWYQ4D5IUHG%2F20260301%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260301T191043Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=3e3e36ad86b8e665fd41f21c43489d29ee97180165d5ac5799eed338f16dda87,
6760,,Saini 2018,"Startles, Stiffness, and SLC6A5: Do You Know the Condition?","Saini, A. G.; Taketani, T.; Sahu, J. K.; Singhi, P.",2018,Pediatric Neurology,10.1016/j.pediatrneurol.2017.12.012,,#6760 – Saini 2018,Saini,2018,"Saini, A. G.; Taketani, T.; Sahu, J. K.; Singhi, P.","Startles, Stiffness, and SLC6A5: Do You Know the Condition?",true,true,true,"6760_Saini et al. - 2018 - Startles, Stiffness, and SLC6A5 Do You Know the C.pdf","data\pdf_original\6760_Saini et al. - 2018 - Startles, Stiffness, and SLC6A5 Do You Know the C.pdf","C:\Projects\sps-review\data\pdf_original\6760_Saini et al. - 2018 - Startles, Stiffness, and SLC6A5 Do You Know the C.pdf",1,downloaded,downloaded,direct_fetch,https://regroup-production.s3.amazonaws.com/documents/ReviewReference/311306933/Saini%20et%20al.%20-%202018%20-%20Startles%2C%20Stiffness%2C%20and%20SLC6A5%20Do%20You%20Know%20the%20C.pdf?response-content-type=application%2Fpdf&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYSFKCAWYQ4D5IUHG%2F20260301%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260301T191045Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=54657d8dc52085a1130437c413b3edb210acaeae4babeaec994cc8adabe3cda9,
6777,,Sandbrink 1998,Cortical silent periods in stiff person syndrome,"Sandbrink, F.; Syed, N. A.; Fujii, M. D.; Dalakas, M. C.; Floeter, M. K.",1998,Neurology,,,#6777 – Sandbrink 1998,Sandbrink,1998,"Sandbrink, F.; Syed, N. A.; Fujii, M. D.; Dalakas, M. C.; Floeter, M. K.",Cortical silent periods in stiff person syndrome,true,true,true,6777_Sandbrink-1998-Cortical silent periods in stiff person syndrome.pdf,data\pdf_original\6777_Sandbrink-1998-Cortical silent periods in stiff person syndrome.pdf,C:\Projects\sps-review\data\pdf_original\6777_Sandbrink-1998-Cortical silent periods in stiff person syndrome.pdf,1,downloaded,downloaded,direct_fetch,https://regroup-production.s3.amazonaws.com/documents/ReviewReference/311306950/6777.pdf?response-content-type=application%2Fpdf&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYSFKCAWYQ4D5IUHG%2F20260301%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260301T191256Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=e4e6009f9eb8a22b4a3c80e4cbdf203786322655d76e7263f8f094a171875b59,
6778,,Sandbrink 2000,Motor cortex excitability in stiff-person syndrome,"Sandbrink, F.; Syed, N. A.; Fujii, M. D.; Dalakas, M. C.; Floeter, M. K.",2000,Brain,10.1093/brain/123.11.2231,Electrophysiology,#6778 – Sandbrink 2000,Sandbrink,2000,"Sandbrink, F.; Syed, N. A.; Fujii, M. D.; Dalakas, M. C.; Floeter, M. K.",Motor cortex excitability in stiff-person syndrome,true,true,true,6778_Sandbrink et al. - 2000 - Motor cortex excitability in stiff-person syndrome.pdf,data\pdf_original\6778_Sandbrink et al. - 2000 - Motor cortex excitability in stiff-person syndrome.pdf,C:\Projects\sps-review\data\pdf_original\6778_Sandbrink et al. - 2000 - Motor cortex excitability in stiff-person syndrome.pdf,1,downloaded,downloaded,direct_fetch,https://regroup-production.s3.amazonaws.com/documents/ReviewReference/311306951/Sandbrink%20et%20al.%20-%202000%20-%20Motor%20cortex%20excitability%20in%20stiff-person%20syndrome.pdf?response-content-type=application%2Fpdf&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYSFKCAWYQ4D5IUHG%2F20260301%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260301T191256Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=a9ae0dfb9b6ee2b582b65edba4a0649045f6f6bd675981acdc5f0db34a24bc2c,
6796,,Yakhno 2008,Clinical and cell biology analysis of stiff person syndrome with eye movement and cerebellar abnormalities. Evidence for degradation of sarcomeric cytoskeletal proteins,"Yakhno, N. N.; Golubeva, V. V.; Mozolevsky, Y. V.; Zinovyeva, O. E.; Katushkina, E. A.; Shenkman, B. S.; Chistiakov, I. N.; Podlubnaya, Z. A.; Vikhliantsev, I. M.",2008,European Journal of Neurology,,,#6796 – Yakhno 2008,Yakhno,2008,"Yakhno, N. N.; Golubeva, V. V.; Mozolevsky, Y. V.; Zinovyeva, O. E.; Katushkina, E. A.; Shenkman, B. S.; Chistiakov, I. N.; Podlubnaya, Z. A.; Vikhliantsev, I. M.",Clinical and cell biology analysis of stiff person syndrome with eye movement and cerebellar abnormalities. Evidence for degradation of sarcomeric cytoskeletal proteins,true,true,true,6796_Euro J of Neurology - 2008 - - SHORT COMMUNICATIONS.pdf,data\pdf_original\6796_Euro J of Neurology - 2008 - - SHORT COMMUNICATIONS.pdf,C:\Projects\sps-review\data\pdf_original\6796_Euro J of Neurology - 2008 - - SHORT COMMUNICATIONS.pdf,1,downloaded,downloaded,direct_fetch,https://regroup-production.s3.amazonaws.com/documents/ReviewReference/311306969/Euro%20J%20of%20Neurology%20-%202008%20-%20%20-%20SHORT%20COMMUNICATIONS.pdf?response-content-type=application%2Fpdf&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYSFKCAWYQ4D5IUHG%2F20260301%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260301T193627Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=e892a5ced2c19f3090f658a51d82d92af6569387a1de4454a781635a5f499fd6,
6809,,Yoon 2012,Stiff person syndrome associated with Graves' disease and thymoma,"Yoon, S. S.; Hwang, K. J.; Woo, J. T.; Cho, S. S.",2012,European Journal of Neurology,,,#6809 – Yoon 2012,Yoon,2012,"Yoon, S. S.; Hwang, K. J.; Woo, J. T.; Cho, S. S.",Stiff person syndrome associated with Graves' disease and thymoma,true,true,true,6809_Euro J of Neurology - 2012 - - Poster Session 1 Sunday 9 September.pdf,data\pdf_original\6809_Euro J of Neurology - 2012 - - Poster Session 1 Sunday 9 September.pdf,C:\Projects\sps-review\data\pdf_original\6809_Euro J of Neurology - 2012 - - Poster Session 1 Sunday 9 September.pdf,1,downloaded,downloaded,direct_fetch,https://regroup-production.s3.amazonaws.com/documents/ReviewReference/311306982/Euro%20J%20of%20Neurology%20-%202012%20-%20%20-%20Poster%20Session%201%20%20Sunday%209%20September.pdf?response-content-type=application%2Fpdf&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYSFKCAWYQ4D5IUHG%2F20260301%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260301T193630Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=16b9aede9ff578a62ce201a1882c012d0164cbab4c081cfe810b1e745b0e2d88,
6899,617491654,Lux 2017,An unusual brainstem encephalitis associated with anti-glycine receptor antibodies: Clinicopathological description,Lux D.; Kumar G.; Webb T.; Bodi I.; Moran N.,2017,European Journal of Neurology,http://dx.doi.org/10.1111/ene.13367,Clinical manifestations; Review Article,#6899 – Lux 2017,Lux,2017,Lux D.; Kumar G.; Webb T.; Bodi I.; Moran N.,An unusual brainstem encephalitis associated with anti-glycine receptor antibodies: Clinicopathological description,true,true,true,6899_Lux D. et al. - 2017 - An unusual brainstem encephalitis associated with .pdf,data\pdf_original\6899_Lux D. et al. - 2017 - An unusual brainstem encephalitis associated with .pdf,C:\Projects\sps-review\data\pdf_original\6899_Lux D. et al. - 2017 - An unusual brainstem encephalitis associated with .pdf,1,downloaded,downloaded,direct_fetch,https://regroup-production.s3.amazonaws.com/documents/ReviewReference/311579577/Lux%20D.%20et%20al.%20-%202017%20-%20An%20unusual%20brainstem%20encephalitis%20associated%20with%20.pdf?response-content-type=application%2Fpdf&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYSFKCAWYQ4D5IUHG%2F20260301%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260301T184837Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=2f430534421b82b9fce4b84490839863c9dab296751b7713b62613a334cc1516,
