paper_id,covidence_id,reference_present,reference_match_status,ref,study,title,authors,published_year,published_month,journal,volume,issue,pages,accession_number,doi,notes,tags,card_identifier_text,card_first_author,card_year,card_authors_full,card_publication_title,card_title_matches_export,card_authors_match_export,card_year_matches_export,pdf_present,pdf_file_count,pdf_filenames,pdf_paths_relative,download_status,download_manifest_status,download_method,download_error,download_finished_at_utc,text_json_present,text_json_path,text_preclean_json_present,text_preclean_json_path,text_preclean_stage2_json_present,text_preclean_stage2_json_path,text_source_filename,text_source_sha256,text_extracted_at_utc,text_n_pages,text_needs_ocr,text_ocr_applied,text_ocr_error,text_cleanup_applied,text_cleanup_profile,text_cleanup_applied_at_utc,text_cleanup_source_strategy,text_cleanup_original_extractor,text_cleanup_changed_page_count,text_cleanup_source_json_path,text_cleanup_source_json_sha256,text_cleanup_source_pdf_path,text_cleanup_source_pdf_sha256,text_cleanup_stage2_applied,text_cleanup_stage2_profile,text_cleanup_stage2_applied_at_utc,text_cleanup_stage2_source_strategy,text_cleanup_stage2_changed_page_count,text_cleanup_stage2_source_json_path,text_cleanup_stage2_source_json_sha256,text_cleanup_stage2_source_pdf_path,text_cleanup_stage2_source_pdf_sha256,text_cleanup_stage2_source_page_start,text_cleanup_stage2_source_page_end,text_cleanup_stage2_ocr_dpi,text_cleanup_stage2_ocr_psm,text_cleanup_stage2_ocr_grayscale,text_trim_status,text_trim_reason,text_trimmed_present,text_trimmed_path,text_proceedings_ready_present,text_proceedings_ready_path,text_proceedings_ready_source_kind,text_proceedings_ready_text_mode,text_proceedings_ready_reason,text_trim_method,text_trim_match_score,text_trim_start_page,text_trim_end_page,text_trim_source_text_json_path,source_categorisation_present,source_category,source_subtype,source_classification_confidence,source_likely_case_count,source_case_count_present,source_count_eligible,source_likely_sps_case_count,source_count_confidence,source_count_basis,source_count_manual_review_required,source_count_reason,source_count_version,source_counted_at_utc,source_contains_individual_level_data,source_contains_group_level_data,source_case_series_split_candidate,source_preferred_langextract_mode,source_langextract_eligible,source_manual_review_required,source_recommended_next_action,source_categorisation_reason,source_categorised_at_utc,source_manual_override_present,resolved_source_category,resolved_source_subtype,resolved_source_confidence,resolved_source_route_source,resolved_source_notes,resolved_source_alignment_tag,resolved_review_batch,resolved_reviewed_at_utc,resolved_case_series_split_candidate,resolved_langextract_mode,resolved_langextract_eligible,proceedings_qc_present,proceedings_qc_status,proceedings_qc_manual_follow_up_required,proceedings_qc_validated_text_json_path,proceedings_qc_best_match_page_index,proceedings_qc_title_score,proceedings_qc_author_score,proceedings_qc_combined_score,proceedings_qc_checked_at_utc,case_series_split_present,case_series_split_status,case_series_split_reason,case_series_split_method,case_series_split_case_count,case_series_split_text_json_path,stage07_xml_present,stage07_xml_registry_present,stage07_xml_paper_json_path,stage07_xml_annotated_text_path,stage07_xml_segments_json_path,stage07_xml_target_views_dir,stage07_xml_validation_json_path,stage07_xml_validation_status,stage07_xml_roundtrip_status,stage07_xml_n_target_views,stage07_xml_n_ready_target_views,stage07_xml_ready_for_langextract,stage07_xml_manual_review_required,stage07_xml_stage06_diverged,stage07_xml_manifest_run_id,langextract_raw_present,langextract_raw_path,langextract_model_id,langextract_generated_at_utc,langextract_total_extraction_count,summary_json_present,summary_json_path,summary_model_id,summary_generated_at_utc,summary_total_extraction_count,quality_raw_present,quality_raw_path,quality_model_id,quality_generated_at_utc,quality_publication_type,quality_extraction_count,quality_record_present,quality_record_path,quality_record_model_id,quality_record_generated_at_utc,quality_record_publication_type,quality_missing_field_count,artifact_types_present,registry_updated_at_utc
34,34,true,matched_reference,8423873,Darnell 1993,A novel antineuronal antibody in stiff-man syndrome.,"Darnell, R B; Victor, J; Rubin, M; Clouston, P; Plum, F",1993,/,Neurology,43,1,114-20,,,,Clinical manifestations; Immunological - Lab tests,,,,,,,,,false,0,,,missing,,,,,true,data\extraction_json\text\34.json,false,,false,,34_Darnell-1993-A novel antineuronal antibody in stiff-man syndrome.pdf,d3444eb397ef067308b87754c711484300b916f03bdb5615a1e116f41423e82f,2026-03-01T20:35:32.496306+00:00,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,false,,,,,,,,,,true,lab_heavy_clinical_or_translational,group_or_frequency_focused_lab_clinical_study,high,2,true,true,2,high,llm_joint_extraction,false,"The paper describes two original patients with stiff-man syndrome (SMS), providing clinical details for one (Be) and referencing a published abstract for the other (Rm). Both patients' sera were used for immunological assays, and both are clearly original cases for this study.",llm_v1_gpt4.1,2026-04-05T20:22:02.867104+00:00,true,false,false,group,true,false,run_langextract_group,"This is a laboratory-heavy translational study that investigates novel antineuronal antibodies in two original SMS patients, with detailed clinical and laboratory data provided. The paper is not a review, case report, or group observational study, but rather a lab-focused clinical investigation.",2026-04-05T20:22:02.867082+00:00,false,lab_heavy_clinical_or_translational,group_or_frequency_focused_lab_clinical_study,high,heuristic,"This is a laboratory-heavy translational study that investigates novel antineuronal antibodies in two original SMS patients, with detailed clinical and laboratory data provided. The paper is not a review, case report, or group observational study, but rather a lab-focused clinical investigation.",,,,false,group,true,false,,,,,,,,,false,,,,,,true,false,data\extraction_json\stage07_xml\papers\34.json,data\extraction_json\stage07_xml\annotated_text\34.annotated.txt,data\extraction_json\stage07_xml\segments\34.segments.json,data\extraction_json\stage07_xml\target_views\34,data\extraction_json\stage07_xml\validation\34.validation.json,,,,,,,,,false,,,,,false,,,,,false,,,,,,false,,,,,0,reference; text; source_categorisation; source_sps_case_count; stage07_xml,2026-04-26T16:20:34.768207+00:00
38,38,true,matched_reference,8455662,Voci 1993,Intravenous methocarbamol in the treatment of stiff-man syndrome.,"Voci, J M; al-Hakim, M; Dokko, Y; Katirji, M B",1993,/,Muscle & nerve,16,4,434-5,,,Yasamin Mahjoub (2023-06-08 23:10:47)(Select): On page 6 - Letters to Editor;,Treatment,,,,,,,,,false,0,,,missing,,,,,false,,false,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,false,,,,,,,,,,true,unclear_manual_review,unclear,low,0,true,false,0,low,llm_joint_extraction,true,"The provided text does not contain the content of the letter titled 'Intravenous methocarbamol in the treatment of stiff-man syndrome.' Instead, it contains unrelated letters and discussions. Without the actual text of the relevant letter, it is not possible to determine if original SPS-spectrum patient data is reported or to estimate a patient count.",llm_v1_gpt4.1,2026-04-05T20:22:29.990216+00:00,false,false,false,manual_review,false,true,review_source_category,"The extracted text does not include the letter by Voci et al. on intravenous methocarbamol for stiff-man syndrome. Therefore, it is not possible to classify the source type or determine if original SPS-spectrum patient data is present. Manual review is required to access the correct content.",2026-04-05T20:22:29.990194+00:00,false,unclear_manual_review,unclear,low,heuristic,"The extracted text does not include the letter by Voci et al. on intravenous methocarbamol for stiff-man syndrome. Therefore, it is not possible to classify the source type or determine if original SPS-spectrum patient data is present. Manual review is required to access the correct content.",,,,false,manual_review,false,false,,,,,,,,,false,,,,,,false,false,,,,,,,,,,,,,,false,,,,,false,,,,,false,,,,,,false,,,,,0,reference; source_categorisation; source_sps_case_count,2026-04-26T16:20:34.768292+00:00
39,39,true,matched_reference,8517681,Grimaldi 1993,Heterogeneity of autoantibodies in stiff-man syndrome.,"Grimaldi, L M; Martino, G; Braghi, S; Quattrini, A; Furlan, R; Bosi, E; Comi, G",1993,/,Annals of neurology,34,1,57-64,,,,,,,,,,,,,false,0,,,missing,,,,,false,,false,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,false,,,,,,,,,,true,lab_heavy_clinical_or_translational,group_or_frequency_focused_lab_clinical_study,high,,true,true,13,high,manual_review_override,false,manual_review_override_applied=true | source_scope_id=stage06_backfill_b002_n50_20260418 | predicted_count=13 | prediction_correct=true | reviewed_count=13 | reviewer_notes=The competing counts are 13 from the interview and psychologic-testing cohort and 39 from the larger diagnosed/referral pool. The extractable SPS-spectrum count is 13 because only 13 patients were actually studied in this paper.,llm_v1_gpt4.1+manual_review_override,2026-04-18T12:07:02Z,false,false,false,group,true,false,run_langextract_group,Manual review: Primary clinical-immunology cohort comparing autoantibodies across SMS and neurologic controls.,2026-04-05T20:22:54.755177+00:00,true,lab_heavy_clinical_or_translational,group_or_frequency_focused_lab_clinical_study,reviewed,manual_review,Primary clinical-immunology cohort comparing autoantibodies across SMS and neurologic controls.,appears_matched,batch_01_10,2026-03-03T00:00:00Z,false,group,true,false,,,,,,,,,false,,,,,,false,false,,,,,,,,,,,,,,false,,,,,false,,,,,false,,,,,,false,,,,,0,reference; source_categorisation; source_sps_case_count,2026-04-26T16:20:34.768351+00:00
41,41,true,matched_reference,7506741,Li 1994,Identification of autoantibody epitopes of glutamic acid decarboxylase in stiff-man syndrome patients.,"Li, L; Hagopian, W A; Brashear, H R; Daniels, T; Lernmark, A",1994,/,"Journal of immunology (Baltimore, Md. : 1950)",152,2,930-4,,,,Immunological - Lab tests,,,,,,,,,false,0,,,missing,,,,,false,,false,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,false,,,,,,,,,,false,,,,,false,,,,,,,,,,,,,,,,,,false,,,,heuristic,,,,,false,manual_review,false,false,,,,,,,,,false,,,,,,false,false,,,,,,,,,,,,,,false,,,,,false,,,,,false,,,,,,false,,,,,0,reference,2026-04-26T16:20:34.768401+00:00
43,43,true,matched_reference,7519242,Kim 1994,"Higher autoantibody levels and recognition of a linear NH2-terminal epitope in the autoantigen GAD65, distinguish stiff-man syndrome from insulin-dependent diabetes mellitus.","Kim, J; Namchuk, M; Bugawan, T; Fu, Q; Jaffe, M; Shi, Y; Aanstoot, H J; Turck, C W; Erlich, H; Lennon, V; Baekkeskov, S",1994,/,The Journal of experimental medicine,180,2,595-606,,,,Clinical manifestations,,,,,,,,,false,0,,,missing,,,,,false,,false,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,false,,,,,,,,,,true,lab_heavy_clinical_or_translational,group_or_frequency_focused_lab_clinical_study,high,,true,true,33,high,manual_review_override,false,"manual_review_override_applied=true | source_scope_id=stage06_backfill_b002_n50_20260418 | predicted_count=35 | prediction_correct=false | reviewed_count=33 | reviewer_notes=The extracted counts are 35 from the abstract total, 33 from Methods (`Sera were obtained with informed consent from 33 SMS patients identified ...`), and 9 from the HLA-haplotyped subgroup. The extractable SPS-spectrum count is 33 because the methods cohort is the main diagnosed sample counted under standard criteria.",llm_v1_gpt4.1+manual_review_override,2026-04-18T12:07:02Z,false,false,false,group,true,false,run_langextract_group,Manual review: Large antibody-response profiling paper; translational immunology rather than case-level clinical reporting.,2026-04-05T20:25:51.355532+00:00,true,lab_heavy_clinical_or_translational,group_or_frequency_focused_lab_clinical_study,reviewed,manual_review,Large antibody-response profiling paper; translational immunology rather than case-level clinical reporting.,appears_matched,batch_01_10,2026-03-03T00:00:00Z,false,group,true,false,,,,,,,,,false,,,,,,false,false,,,,,,,,,,,,,,false,,,,,false,,,,,false,,,,,,false,,,,,0,reference; source_categorisation; source_sps_case_count,2026-04-26T16:20:34.768452+00:00
49,49,true,matched_reference,7934413,Pugliese 1994,Genetics of susceptibility and resistance to insulin-dependent diabetes in stiff-man syndrome.,"Pugliese, A; Gianani, R; Eisenbarth, G S; De Camilli, P; Solimena, M",1994,/,"Lancet (London, England)",344,8928,1027-8,,,,Clinical manifestations,,,,,,,,,false,0,,,missing,,,,,false,,false,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,false,,,,,,,,,,true,observational_group_study,retrospective_or_cohort_group_study,high,18,true,true,18,high,llm_joint_extraction,false,"The text states 'We have HLA typed 18 SMS patients’ and found that, as in IDDM, SMS was associated with the allele DQB1*0201.' This indicates that the study included 18 original SMS (Stiff-Man Syndrome, a synonym for SPS) patients. The rest of the data and follow-up analyses refer to this same cohort.",llm_v1_gpt4.1,2026-04-05T20:29:43.360481+00:00,false,true,false,group,true,false,run_langextract_group,"The paper reports original HLA typing and diabetes follow-up in a cohort of 18 SMS (SPS) patients, providing group-level data on genetic associations and diabetes development. There is no evidence of individual-level case descriptions, but the study is not a review or basic science paper.",2026-04-05T20:29:43.360459+00:00,false,observational_group_study,retrospective_or_cohort_group_study,high,heuristic,"The paper reports original HLA typing and diabetes follow-up in a cohort of 18 SMS (SPS) patients, providing group-level data on genetic associations and diabetes development. There is no evidence of individual-level case descriptions, but the study is not a review or basic science paper.",,,,false,group,true,false,,,,,,,,,false,,,,,,false,false,,,,,,,,,,,,,,false,,,,,false,,,,,false,,,,,,false,,,,,0,reference; source_categorisation; source_sps_case_count,2026-04-26T16:20:34.768500+00:00
52,52,true,matched_reference,7936291,Amato 1994,Treatment of stiff-man syndrome with intravenous immunoglobulin.,"Amato, A A; Cornman, E W; Kissel, J T",1994,/,Neurology,44,9,1652-4,,,,,,,,,,,,,false,0,,,missing,,,,,false,,false,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,false,,,,,,,,,,false,,,,,false,,,,,,,,,,,,,,,,,,false,,,,heuristic,,,,,false,manual_review,false,false,,,,,,,,,false,,,,,,false,false,,,,,,,,,,,,,,false,,,,,false,,,,,false,,,,,,false,,,,,0,reference,2026-04-26T16:20:34.768544+00:00
55,55,true,matched_reference,7969992,Meinck 1994,Intrathecal baclofen treatment for stiff-man syndrome: pump failure may be fatal.,"Meinck, H M; Tronnier, V; Rieke, K; Wirtz, C R; Flugel, D; Schwab, S",1994,/,Neurology,44,11,2209-10,,,Gustavo  Da Prat (2024-12-02 22:57:45)(Included): the manuscript is not available;,Clinical manifestations; Treatment,,,,,,,,,false,0,,,missing,,,,,false,,false,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,false,,,,,,,,,,false,,,,,false,,,,,,,,,,,,,,,,,,false,,,,heuristic,,,,,false,manual_review,false,false,,,,,,,,,false,,,,,,false,false,,,,,,,,,,,,,,false,,,,,false,,,,,false,,,,,,false,,,,,0,reference,2026-04-26T16:20:34.768587+00:00
58,58,true,matched_reference,8003064,Karlson 1994,Treatment of stiff-man syndrome with intravenous immune globulin.,"Karlson, E W; Sudarsky, L; Ruderman, E; Pierson, S; Scott, M; Helfgott, S M",1994,/,Arthritis and rheumatism,37,6,915-8,,,,Clinical manifestations; Treatment,,,,,,,,,false,0,,,missing,,,,,false,,false,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,false,,,,,,,,,,true,case_series_or_multi_case,case_series,high,3,true,true,3,high,llm_joint_extraction,false,"The paper provides detailed case reports for three individual patients with stiff-man syndrome (SMS), including their clinical presentation, diagnostic workup, treatment, and outcomes. All three are original cases described in this study.",llm_v1_gpt4.1,2026-04-05T20:42:48.864091+00:00,true,true,true,individual_case_split,true,false,split_cases_then_langextract,"This is a case series describing three original patients with SMS treated with IVIG, with individual-level clinical data and group-level summary in tables. The structure and content are consistent with a case series or multi-case report.",2026-04-05T20:42:48.864069+00:00,false,case_series_or_multi_case,case_series,high,heuristic,"This is a case series describing three original patients with SMS treated with IVIG, with individual-level clinical data and group-level summary in tables. The structure and content are consistent with a case series or multi-case report.",,,,true,individual_case_split,true,false,,,,,,,,,false,split_auto,Explicit case/patient headings supported a stable case-level split.,explicit_case_heading_segmentation,3,,false,false,,,,,,,,,,,,,,false,,,,,false,,,,,false,,,,,,false,,,,,0,reference; source_categorisation; source_sps_case_count,2026-04-26T16:20:34.768632+00:00
62,62,true,matched_reference,8076697,David 1994,"Autoimmunity in stiff-Man syndrome with breast cancer is targeted to the C-terminal region of human amphiphysin, a protein similar to the yeast proteins, Rvs167 and Rvs161.","David, C; Solimena, M; De Camilli, P",1994,/,FEBS letters,351,1,73-9,,,,Immunological - Lab tests,,,,,,,,,false,0,,,missing,,,,,false,,false,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,false,,,,,,,,,,true,lab_heavy_clinical_or_translational,group_or_frequency_focused_lab_clinical_study,high,1,true,true,1,high,llm_joint_extraction,false,"The paper describes a new serum from a 75-year-old woman with SMS and breast cancer (patient 1), whose case is newly reported in this study. The other four patients with SMS and breast cancer were previously described in references [8,9], so only one new SPS-spectrum patient is counted.",llm_v1_gpt4.1,2026-04-05T20:48:42.312967+00:00,true,false,false,group,true,false,run_langextract_group,"This is a laboratory-heavy translational study focused on the molecular characterization of amphiphysin autoimmunity in Stiff-Man Syndrome (SMS) associated with breast cancer. It reports original clinical data for one new SMS patient (patient 1), while the other four patients were previously published. The study includes detailed laboratory methods and clinical context for the new patient.",2026-04-05T20:48:42.312947+00:00,false,lab_heavy_clinical_or_translational,group_or_frequency_focused_lab_clinical_study,high,heuristic,"This is a laboratory-heavy translational study focused on the molecular characterization of amphiphysin autoimmunity in Stiff-Man Syndrome (SMS) associated with breast cancer. It reports original clinical data for one new SMS patient (patient 1), while the other four patients were previously published. The study includes detailed laboratory methods and clinical context for the new patient.",,,,false,group,true,false,,,,,,,,,false,,,,,,false,false,,,,,,,,,,,,,,false,,,,,false,,,,,false,,,,,,false,,,,,0,reference; source_categorisation; source_sps_case_count,2026-04-26T16:20:34.768676+00:00
65,65,true,matched_reference,8164018,Meinck 1994,Stiff man syndrome: clinical and laboratory findings in eight patients.,"Meinck, H M; Ricker, K; Hulser, P J; Schmid, E; Peiffer, J; Solimena, M",1994,/,Journal of neurology,241,3,157-66,,,,Clinical manifestations; Immunological - Lab tests,,,,,,,,,false,0,,,missing,,,,,false,,false,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,false,,,,,,,,,,true,case_series_or_multi_case,case_series,high,8,true,true,8,high,llm_joint_extraction,false,"The paper presents detailed clinical and laboratory findings for eight patients with stiff man syndrome (SMS), including individual-level data in Table 1 and group-level summaries throughout the text. Two of the eight are discussed as possible PERM, but all are included as part of the SMS spectrum cohort.",llm_v1_gpt4.1,2026-04-05T20:54:26.948873+00:00,true,true,true,individual_case_split,true,false,split_cases_then_langextract,"This is a classic case series describing eight original patients with stiff man syndrome (SPS-spectrum), with both individual and group-level clinical and laboratory data. The text and tables provide per-patient details, confirming original data for all eight.",2026-04-05T20:54:26.948853+00:00,false,case_series_or_multi_case,case_series,high,heuristic,"This is a classic case series describing eight original patients with stiff man syndrome (SPS-spectrum), with both individual and group-level clinical and laboratory data. The text and tables provide per-patient details, confirming original data for all eight.",,,,true,individual_case_split,true,false,,,,,,,,,false,manual_review_required,"Case headings do not begin with the first case, so the leading case block is not safely isolated.",,0,,false,false,,,,,,,,,,,,,,false,,,,,false,,,,,false,,,,,,false,,,,,0,reference; source_categorisation; source_sps_case_count,2026-04-26T16:20:34.768719+00:00
69,69,true,matched_reference,8203996,Tarsy 1994,Stiff-man syndrome. Report of a case.,"Tarsy, D; Miyawaki, E K",1994,/,Archives of internal medicine,154,11,1285-8,,,,Clinical manifestations,,,,,,,,,false,0,,,missing,,,,,false,,false,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,false,,,,,,,,,,true,single_case_report,case_report,high,1,true,true,1,high,llm_joint_extraction,false,"The paper presents a detailed clinical description of a single patient with stiff-person syndrome, including history, examination, laboratory findings, and treatment course. There is no evidence of additional original SPS-spectrum patients reported.",llm_v1_gpt4.1,2026-04-05T20:59:43.436391+00:00,true,false,false,individual,true,false,run_langextract_individual,"This is a classic single case report, as indicated by the title and the detailed narrative of one patient's clinical course. The remainder of the paper discusses prior literature and general features of the syndrome, but only one original patient is described.",2026-04-05T20:59:43.436371+00:00,false,single_case_report,case_report,high,heuristic,"This is a classic single case report, as indicated by the title and the detailed narrative of one patient's clinical course. The remainder of the paper discusses prior literature and general features of the syndrome, but only one original patient is described.",,,,false,individual,true,false,,,,,,,,,false,,,,,,true,false,data\extraction_json\stage07_xml\papers\69.json,data\extraction_json\stage07_xml\annotated_text\69.annotated.txt,data\extraction_json\stage07_xml\segments\69.segments.json,data\extraction_json\stage07_xml\target_views\69,data\extraction_json\stage07_xml\validation\69.validation.json,,,,,,,,,false,,,,,false,,,,,false,,,,,,false,,,,,0,reference; source_categorisation; source_sps_case_count; stage07_xml,2026-04-26T16:20:34.770431+00:00
71,71,true,matched_reference,7477988,Silbert 1995,"Intrathecal baclofen therapy in stiff-man syndrome: a double-blind, placebo-controlled trial.","Silbert, P L; Matsumoto, J Y; McManis, P G; Stolp-Smith, K A; Elliott, B A; McEvoy, K M",1995,/,Neurology,45,10,1893-7,,,,Treatment,,,,,,,,,false,0,,,missing,,,,,false,,false,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,false,,,,,,,,,,true,interventional_study,controlled_or_therapeutic_group_study,high,3,true,true,3,high,llm_joint_extraction,false,"The paper describes a double-blind, placebo-controlled trial of intrathecal baclofen in three patients with stiff-man syndrome (SPS). All three patients are described in detail, with individual and group-level clinical and electrophysiological data reported.",llm_v1_gpt4.1,2026-04-05T21:00:51.857620+00:00,true,true,false,group,true,false,run_langextract_group,"This is an interventional study (double-blind, placebo-controlled trial) involving three original SPS patients. The paper provides both individual-level and group-level data, including clinical and electrophysiological outcomes for each patient.",2026-04-05T21:00:51.857601+00:00,false,interventional_study,controlled_or_therapeutic_group_study,high,heuristic,"This is an interventional study (double-blind, placebo-controlled trial) involving three original SPS patients. The paper provides both individual-level and group-level data, including clinical and electrophysiological outcomes for each patient.",,,,false,group,true,false,,,,,,,,,false,,,,,,false,false,,,,,,,,,,,,,,false,,,,,false,,,,,false,,,,,,false,,,,,0,reference; source_categorisation; source_sps_case_count,2026-04-26T16:20:34.770499+00:00
75,75,true,matched_reference,7584754,Kuhn 1995,Stiff-man syndrome: case report.,"Kuhn, W F; Light, P J; Kuhn, S C",1995,/,Academic emergency medicine : official journal of the Society for Academic Emergency Medicine,2,8,735-8,,,,,,,,,,,,,false,0,,,missing,,,,,false,,false,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,false,,,,,,,,,,true,single_case_report,case_report,high,1,true,true,1,high,llm_joint_extraction,false,"The paper is a classic single case report, describing in detail the presentation, workup, and management of a single 39-year-old woman with stiff-man syndrome. There is no evidence of additional original SPS-spectrum patients reported.",llm_v1_gpt4.1,2026-04-05T21:04:16.866844+00:00,true,false,false,individual,true,false,run_langextract_individual,"This article is titled as a case report and provides a detailed narrative of a single patient's clinical course, diagnostic workup, and treatment for stiff-man syndrome. There is no indication of additional cases or aggregated data.",2026-04-05T21:04:16.866824+00:00,false,single_case_report,case_report,high,heuristic,"This article is titled as a case report and provides a detailed narrative of a single patient's clinical course, diagnostic workup, and treatment for stiff-man syndrome. There is no indication of additional cases or aggregated data.",,,,false,individual,true,false,,,,,,,,,false,,,,,,true,false,data\extraction_json\stage07_xml\papers\75.json,data\extraction_json\stage07_xml\annotated_text\75.annotated.txt,data\extraction_json\stage07_xml\segments\75.segments.json,data\extraction_json\stage07_xml\target_views\75,data\extraction_json\stage07_xml\validation\75.validation.json,,,,,,,,,false,,,,,false,,,,,false,,,,,,false,,,,,0,reference; source_categorisation; source_sps_case_count; stage07_xml,2026-04-26T16:20:34.772198+00:00
